Gen	t_n101	t_n102	t_n103	t_n104	t_n105	t_n106	t_n107	t_n108	t_n109	t_n110	t_n111	t_n112	t_n113	t_n114	t_n115	t_n116	t_n117	t_n118	t_n119	t_n120	t_n121	t_n122	t_n123	t_n124	t_n125	t_n126	t_n127	t_n128	t_n129	t_n130	t_n131	t_n132	t_n133	t_n134	t_n135	t_n136	t_n137	t_n138	t_n139	t_n140	t_n141	t_n142	t_n143	t_n144	t_n145	t_n146	t_n147	t_n148	t_n149	t_n150	t_n151	t_n152	t_n153	t_n154	t_n155	t_n156	t_n157	t_n158	t_n159	t_n160	t_n161	t_n162	t_n163	t_n164	t_n165	t_n166	t_n167	t_n168	t_n169	t_n170	t_n171	t_n172	t_n173	t_n174	t_n175	t_n176	t_n177	t_n178	t_n179	t_n180	t_n181	t_n182	t_n183	t_n184	t_n185	t_n186	t_n187	t_n188	t_n189	t_n190	t_n191	t_n192	t_n193	t_n194	t_n195	t_n196	t_n197	t_n198	t_n199	mu	sigma2	lnL
106700	0.3927285	0.3375973	0.2721688	0.2252030	0.1971802	0.0437336	0.0557751	0.2022894	0.1197114	0.0784878	0.1816793	0.0463753	0.1517718	0.1358183	0.1235354	0.0988918	0.0522785	0.0234461	0.0776528	0.0641665	0.0438362	0.0502324	0.0311631	0.0198555	0.0729816	0.0452422	0.1541084	0.1341309	0.1013641	0.0523018	0.2838828	0.0268296	0.1829493	0.1515614	0.0853949	0.1454931	0.0866815	0.0700604	0.0607999	0.0514806	0.0829276	0.3652446	0.2938604	0.1069877	0.0350872	0.2651095	0.2277084	0.2020095	0.1180544	0.0608376	0.1565360	0.1343096	0.0554171	0.1219225	0.0958004	0.0967428	0.0507992	0.0313821	0.0788562	0.0356535	0.0559279	0.0195552	0.0568424	0.0274833	0.2009933	0.1719159	0.0753120	0.0424382	0.1385459	0.0903311	0.0719578	0.1257580	0.0616755	0.0272083	0.0354980	0.1208376	0.1015413	0.0551779	0.0312890	0.0784003	0.0558144	0.0939118	0.2167945	0.1620531	0.0534714	0.0258263	0.1985278	0.1741293	0.0808177	0.0500462	0.1684524	0.1319574	0.0843542	0.1154751	0.0499770	0.0895553	0.0650645	0.0480087	0.0250834	0.1522926	0.5494131	-115.090
106800	0.3554031	0.2999733	0.2416602	0.2084195	0.1818626	0.0215470	0.0688212	0.1885839	0.1087772	0.0438988	0.1684623	0.0703505	0.1445967	0.1262924	0.1154401	0.0904635	0.0428676	0.0237686	0.0777130	0.0583219	0.0280565	0.0395730	0.0283950	0.0135246	0.0648427	0.0478428	0.1432219	0.1237031	0.0833744	0.0327466	0.2191608	0.0247347	0.1595983	0.1375202	0.0574310	0.1214195	0.0979886	0.0621533	0.0757524	0.0385328	0.0695621	0.3138911	0.2648410	0.1087631	0.0405598	0.2446237	0.2129222	0.1674466	0.0571100	0.0376026	0.1385171	0.1229700	0.0849421	0.1145863	0.0966836	0.0871819	0.0438772	0.0274713	0.0697778	0.0382649	0.0512740	0.0275076	0.0448177	0.0199203	0.1843124	0.1477467	0.0445045	0.0307183	0.1265019	0.0889620	0.0565619	0.1151404	0.0831474	0.0386256	0.0403888	0.1106354	0.0834461	0.0577624	0.0342307	0.0665371	0.0440171	0.1055197	0.2010143	0.1673825	0.0451446	0.0250170	0.1847709	0.1405129	0.1000841	0.0512244	0.1423221	0.1291155	0.0904331	0.1100020	0.0445764	0.0909238	0.0702956	0.0555032	0.0273626	0.1560847	0.4694017	-96.515
106900	0.3752051	0.3182911	0.2768514	0.2207001	0.1811211	0.0236140	0.0946377	0.1996957	0.1207629	0.0576832	0.1775324	0.0845573	0.1531166	0.1410769	0.1241604	0.0940618	0.0389375	0.0220891	0.0774913	0.0601458	0.0298985	0.0440364	0.0305953	0.0156397	0.0844679	0.0617695	0.1458862	0.1139866	0.0544133	0.0295748	0.2249883	0.0359302	0.1775718	0.1447299	0.0692996	0.1029522	0.0884755	0.0635017	0.0640206	0.0438976	0.0701659	0.3251696	0.2841164	0.0972115	0.0267061	0.2590375	0.2294892	0.1902973	0.0907725	0.0385572	0.1545984	0.1329007	0.0874385	0.1197093	0.0753942	0.1002820	0.0462105	0.0261382	0.0784261	0.0561841	0.0667435	0.0308902	0.0478383	0.0242337	0.1993597	0.1548293	0.0498506	0.0408086	0.1339557	0.1080278	0.0516575	0.1219247	0.0875069	0.0393232	0.0469441	0.1171543	0.1029230	0.0457216	0.0264629	0.0671469	0.0488783	0.1397574	0.2072351	0.1348460	0.0499371	0.0311813	0.1915139	0.1278512	0.1054718	0.0556315	0.1471547	0.1368701	0.0726956	0.1104064	0.0435802	0.1022076	0.0780654	0.0584100	0.0347657	0.1394456	0.4011774	-105.762
107000	0.4359859	0.3487258	0.3078427	0.2272531	0.1321241	0.0216648	0.0727477	0.2076395	0.1157882	0.0619439	0.1824367	0.0935496	0.1550599	0.1449241	0.1244913	0.1029299	0.0420189	0.0195529	0.0821017	0.0616319	0.0357105	0.0480826	0.0306505	0.0178071	0.1088620	0.0591029	0.1751353	0.1179293	0.0541988	0.0264176	0.2008326	0.0536106	0.1749126	0.1187993	0.0531041	0.1134773	0.0925508	0.0381162	0.0669646	0.0298135	0.0540928	0.3368619	0.2865741	0.1156581	0.0300216	0.2690157	0.2297218	0.1909717	0.1130088	0.0479984	0.1636740	0.1368634	0.0600375	0.1192868	0.0652986	0.1082836	0.0700988	0.0373037	0.0760900	0.0570732	0.0566427	0.0293653	0.0989351	0.0235103	0.2004836	0.1563621	0.0519559	0.0347309	0.1376087	0.0850081	0.0564646	0.1252496	0.0955845	0.0557484	0.0723899	0.1203491	0.0941585	0.0609975	0.0280776	0.0614102	0.0409843	0.1129397	0.2066644	0.1274851	0.0673567	0.0264118	0.1967365	0.1309627	0.1008023	0.0514015	0.1489797	0.1382497	0.0600387	0.1111921	0.0366570	0.0991650	0.0868566	0.0709526	0.0139121	0.1333501	0.3949683	-98.791
107100	0.4400932	0.3581857	0.3072401	0.2486320	0.1145556	0.0272666	0.0833176	0.2165957	0.1020036	0.0724111	0.1880257	0.0760716	0.1592535	0.1459989	0.1229902	0.0951327	0.0598780	0.0229025	0.0824575	0.0723585	0.0359125	0.0447071	0.0307794	0.0122473	0.1208663	0.0529803	0.1565426	0.1258929	0.0444542	0.0192712	0.1981379	0.0425645	0.1679986	0.0918522	0.0558153	0.1073265	0.0669182	0.0236536	0.0513320	0.0235450	0.0714272	0.3382257	0.2943480	0.1467322	0.0516496	0.2641146	0.2323297	0.1985727	0.0916481	0.0364806	0.1631368	0.1369509	0.0425955	0.1250347	0.0737225	0.1098731	0.0711437	0.0413995	0.0852932	0.0592390	0.0596489	0.0361309	0.0940024	0.0357804	0.2000749	0.1652808	0.0747151	0.0508141	0.1438695	0.1013044	0.0661407	0.1286473	0.1129190	0.0616963	0.0745869	0.1236138	0.0942377	0.0548856	0.0371095	0.0665551	0.0388061	0.0920742	0.2122705	0.0917210	0.0670595	0.0438132	0.2017717	0.1060667	0.0770860	0.0408108	0.1568200	0.1460376	0.0493355	0.1272615	0.0363938	0.1114594	0.0742932	0.0503271	0.0129468	0.1374201	0.4433395	-88.553
107200	0.3842307	0.3154604	0.2929681	0.2212172	0.1402398	0.0261146	0.0807042	0.1939341	0.0942815	0.0740570	0.1685485	0.0590297	0.1414197	0.1264002	0.1100518	0.0958436	0.0491271	0.0142662	0.0747097	0.0626960	0.0331475	0.0428348	0.0321480	0.0093773	0.0776219	0.0399362	0.1566785	0.1138253	0.0288576	0.0106912	0.1902797	0.0872625	0.1659657	0.1281045	0.0637367	0.1087847	0.0747691	0.0257837	0.0544919	0.0281583	0.0665711	0.2845622	0.2612369	0.1466985	0.0696315	0.2391561	0.2100313	0.1801313	0.0631579	0.0240027	0.1440813	0.1224683	0.0495542	0.1157009	0.0380401	0.0993407	0.0772824	0.0438710	0.0799469	0.0432514	0.0608262	0.0354234	0.0660832	0.0302769	0.1908803	0.1563154	0.0553206	0.0390406	0.1338798	0.1008191	0.0698225	0.1164903	0.0903476	0.0603011	0.0433516	0.1119325	0.0895612	0.0416504	0.0314020	0.0695404	0.0270509	0.0657775	0.1922113	0.1084195	0.0821261	0.0478187	0.1827046	0.0932530	0.0580435	0.0335016	0.1420008	0.1322373	0.0460613	0.1152355	0.0220024	0.1046753	0.0569745	0.0408482	0.0107944	0.1661043	0.5174688	-100.754
107300	0.3736845	0.3287192	0.3052815	0.2366629	0.1608328	0.0268858	0.0704531	0.2035170	0.1059466	0.0868390	0.1660741	0.0579731	0.1492440	0.1334017	0.1193851	0.1030472	0.0497450	0.0222000	0.0780175	0.0667771	0.0327269	0.0398962	0.0248247	0.0096067	0.0600009	0.0322443	0.1649225	0.0889876	0.0395543	0.0187147	0.1938927	0.1371010	0.1697026	0.0953634	0.0420440	0.1060574	0.0811077	0.0410798	0.0464818	0.0340940	0.0684464	0.2965223	0.2722167	0.1840509	0.0859859	0.2455295	0.2153385	0.1947043	0.0713691	0.0240751	0.1461345	0.1276157	0.0900445	0.1205638	0.0485934	0.1069283	0.0887053	0.0613985	0.0882803	0.0448218	0.0603665	0.0417817	0.0785118	0.0340469	0.1968288	0.1587273	0.0753137	0.0405687	0.1371634	0.1172739	0.0668272	0.1213864	0.0941139	0.0527030	0.0402672	0.1166370	0.0923931	0.0480736	0.0395477	0.0628449	0.0201400	0.0915143	0.2002899	0.1199542	0.0831937	0.0694303	0.1903837	0.0840871	0.0715383	0.0515828	0.1504638	0.1340056	0.0471510	0.1213771	0.0313281	0.0916914	0.0731117	0.0283732	0.0184203	0.1463476	0.3969451	-97.349
107400	0.3825247	0.3460594	0.3191358	0.2470163	0.1776296	0.0275253	0.0698348	0.2149485	0.1172047	0.0652877	0.1735226	0.0338865	0.1560170	0.1377870	0.1265173	0.1080384	0.0498767	0.0189121	0.0849010	0.0722903	0.0400032	0.0510485	0.0384331	0.0118047	0.0852130	0.0396471	0.1648338	0.0756342	0.0596047	0.0339993	0.1887423	0.1095294	0.1568157	0.0846975	0.0359528	0.1306896	0.1094261	0.0441137	0.0605897	0.0266493	0.0774516	0.3099791	0.2845704	0.1930895	0.0651057	0.2566721	0.2280355	0.2121410	0.0818188	0.0373131	0.1491301	0.1334071	0.0884576	0.1260352	0.0466590	0.1131385	0.0849442	0.0339206	0.0896205	0.0608894	0.0708762	0.0518342	0.1022717	0.0346580	0.2143858	0.1621216	0.0739072	0.0391300	0.1465306	0.1285536	0.1090830	0.1268951	0.1155337	0.0507355	0.0614063	0.1219302	0.0811963	0.0361674	0.0264030	0.0451004	0.0134574	0.1157413	0.2093794	0.1280913	0.0872235	0.0580435	0.1990237	0.0972868	0.0721900	0.0509388	0.1542887	0.1416892	0.0580395	0.1292506	0.0439373	0.0849991	0.0625151	0.0384189	0.0134408	0.1632693	0.6075558	-95.410
107500	0.3682797	0.3368009	0.3088624	0.2524153	0.1851855	0.0180592	0.0482754	0.2095555	0.1233010	0.0560799	0.1662815	0.0415263	0.1512723	0.1335968	0.1254346	0.1046772	0.0711109	0.0165904	0.0818125	0.0681362	0.0319558	0.0533036	0.0244497	0.0139748	0.1151245	0.0394248	0.1567581	0.0734251	0.0615253	0.0190167	0.2030307	0.0836848	0.1464839	0.0942378	0.0454855	0.1293321	0.0920123	0.0341636	0.0590817	0.0310126	0.0903721	0.3248145	0.2716875	0.1306676	0.0518148	0.2479274	0.2211007	0.1952669	0.0852006	0.0434024	0.1393000	0.1293501	0.1033111	0.1222024	0.0764741	0.1081949	0.0557281	0.0307723	0.0835863	0.0594298	0.0747744	0.0660236	0.0718236	0.0263626	0.2078662	0.1571913	0.0618903	0.0377148	0.1437541	0.1318766	0.0792199	0.1230361	0.1097427	0.0569844	0.0624938	0.1182222	0.0957760	0.0423026	0.0346243	0.0751789	0.0318344	0.0949612	0.2019853	0.1629332	0.0820051	0.0562616	0.1830086	0.0937425	0.0590153	0.0330465	0.1495966	0.1373804	0.0290228	0.1253199	0.0390780	0.1005875	0.0574873	0.0296131	0.0193797	0.1555627	0.6633326	-97.823
107600	0.3425185	0.3235765	0.2609542	0.2226312	0.1852027	0.0228191	0.0358536	0.1891001	0.0892072	0.0256880	0.1584040	0.0348580	0.1431414	0.1233055	0.1119915	0.0880435	0.0550274	0.0261423	0.0764054	0.0600170	0.0326494	0.0488389	0.0279261	0.0150359	0.1122710	0.0264064	0.0925678	0.0587907	0.0530604	0.0246484	0.2047985	0.0878781	0.1382418	0.1007807	0.0555390	0.1211791	0.0826349	0.0367331	0.0474978	0.0386462	0.0874247	0.3001344	0.2517108	0.1221780	0.0533926	0.2238239	0.2000810	0.1765588	0.0809841	0.0530042	0.1277892	0.1188725	0.0763614	0.1123037	0.0413855	0.0989580	0.0440499	0.0352808	0.0801871	0.0568031	0.0690783	0.0548294	0.0715033	0.0459748	0.1860334	0.1444585	0.0554911	0.0404687	0.1306022	0.1058877	0.0737178	0.1130700	0.0932901	0.0597018	0.0561857	0.1086460	0.0854548	0.0481168	0.0347365	0.0735289	0.0327999	0.0875178	0.1878644	0.1600818	0.0778039	0.0450798	0.1722330	0.0886403	0.0529797	0.0373364	0.1511405	0.1262523	0.0363581	0.1151483	0.0492047	0.0743890	0.0443355	0.0336705	0.0163613	0.1582341	0.5142306	-94.969
107700	0.3618669	0.3292954	0.2838534	0.2188056	0.1494332	0.0470127	0.0330619	0.1967898	0.1276147	0.0399332	0.1648456	0.0302896	0.1489622	0.1357605	0.1196247	0.0996487	0.0673692	0.0317099	0.0784543	0.0644851	0.0333186	0.0571001	0.0245909	0.0153814	0.1078273	0.0303633	0.1189245	0.0782792	0.0547041	0.0251693	0.1880733	0.0861817	0.1444670	0.0949352	0.0706649	0.1258925	0.0914330	0.0433184	0.0514268	0.0260353	0.1010415	0.3137880	0.2551134	0.1263092	0.0824804	0.2359841	0.2051495	0.1616930	0.0906088	0.0692445	0.1413186	0.1237065	0.0696791	0.1140139	0.0430403	0.1076516	0.0438429	0.0318381	0.0873703	0.0659793	0.0712664	0.0460450	0.0859972	0.0557286	0.1959806	0.1460196	0.0572571	0.0416977	0.1359132	0.1109079	0.0604903	0.1176680	0.1033600	0.0478539	0.0560202	0.1130641	0.0865746	0.0450886	0.0278676	0.0706790	0.0360354	0.1377086	0.1963743	0.1740079	0.0903979	0.0581113	0.1792369	0.0934302	0.0576629	0.0418578	0.1617955	0.1313864	0.0244923	0.1198309	0.0426845	0.0703909	0.0440737	0.0340558	0.0136248	0.1572418	0.4894033	-88.578
107800	0.3999348	0.3809750	0.3342578	0.2418236	0.1292029	0.0487035	0.0275645	0.2184464	0.1471924	0.0659373	0.1821871	0.0523305	0.1670577	0.1541731	0.1314702	0.1040422	0.0705147	0.0256495	0.0860428	0.0722385	0.0381090	0.0640600	0.0404419	0.0160980	0.1200974	0.0371162	0.1461416	0.0959607	0.0655768	0.0338361	0.2182654	0.1642393	0.1592600	0.0875995	0.0681444	0.1414419	0.0932660	0.0493646	0.0564787	0.0303663	0.0798605	0.3425951	0.2857575	0.1312828	0.0824616	0.2608093	0.2324982	0.1813896	0.0969434	0.0480250	0.1575258	0.1409555	0.0782688	0.1243016	0.0443542	0.1189764	0.0492434	0.0315640	0.0996283	0.0652019	0.0725646	0.0342956	0.1042591	0.0586123	0.2137561	0.1635292	0.0715698	0.0436884	0.1484609	0.0995924	0.0502979	0.1300465	0.1035655	0.0563868	0.0459409	0.1234403	0.1004090	0.0569408	0.0342066	0.0772521	0.0507172	0.1365835	0.2173513	0.1504613	0.0976323	0.0633340	0.1980924	0.1098173	0.0705971	0.0363266	0.1756500	0.1482561	0.0192966	0.1260015	0.0376820	0.0788733	0.0662250	0.0380469	0.0130478	0.1268488	0.4483889	-86.587
107900	0.3583453	0.3520843	0.3097627	0.2190818	0.1455486	0.0377934	0.0287241	0.1940942	0.1593847	0.0389958	0.1621269	0.0550359	0.1484343	0.1351556	0.1114030	0.0894187	0.0484503	0.0180185	0.0759705	0.0649628	0.0380887	0.0585535	0.0426816	0.0172609	0.1143324	0.0657115	0.1421783	0.0798558	0.0586936	0.0403827	0.1864855	0.1118112	0.1451863	0.0998361	0.0723961	0.1218931	0.0836536	0.0357145	0.0457467	0.0364646	0.0912912	0.3061068	0.2586661	0.1538137	0.0964523	0.2294859	0.2137802	0.1746245	0.0697879	0.0391542	0.1356599	0.1202988	0.0635176	0.1104445	0.0356654	0.1057131	0.0516292	0.0362949	0.0916912	0.0481450	0.0597810	0.0356002	0.0833772	0.0494957	0.1846155	0.1506359	0.0770909	0.0394998	0.1284003	0.0861174	0.0671887	0.1155490	0.0838395	0.0493413	0.0601371	0.1096793	0.0850927	0.0584185	0.0408252	0.0704513	0.0382850	0.0850020	0.1930064	0.1369461	0.1101204	0.0604724	0.1754514	0.1115556	0.0752362	0.0393862	0.1529756	0.1279352	0.0138403	0.0911404	0.0331910	0.0681948	0.0602094	0.0343252	0.0103990	0.1505955	0.5436759	-97.416
108000	0.3585168	0.3526571	0.3022439	0.2120121	0.1133489	0.0392713	0.0316510	0.1909648	0.1397369	0.0519676	0.1595129	0.0378373	0.1460411	0.1353920	0.1145817	0.0832077	0.0482266	0.0222558	0.0715223	0.0612276	0.0259858	0.0461112	0.0356757	0.0129950	0.1145820	0.0541152	0.1390500	0.0789482	0.0577511	0.0268148	0.1771945	0.1176383	0.1430429	0.1061672	0.0721598	0.1216284	0.0747353	0.0423807	0.0474795	0.0239764	0.1121206	0.2943694	0.2539465	0.1646098	0.1105497	0.2257859	0.2130712	0.1793905	0.0749253	0.0369840	0.1361092	0.1227809	0.0683927	0.1086639	0.0554990	0.1026387	0.0551911	0.0435091	0.0759649	0.0312531	0.0466370	0.0219578	0.0895526	0.0433682	0.1750278	0.1539303	0.0722336	0.0346775	0.1287666	0.0676002	0.0351989	0.1136861	0.0826280	0.0461949	0.0372565	0.1060837	0.0835514	0.0586297	0.0269610	0.0634150	0.0333469	0.0381092	0.1898946	0.1371389	0.0979666	0.0596047	0.1668590	0.1067520	0.0643711	0.0331930	0.1383146	0.1007846	0.0187940	0.0851258	0.0314009	0.0655879	0.0540514	0.0362882	0.0128701	0.1554949	0.4029552	-104.732
108100	0.3773978	0.3108719	0.2772003	0.2273012	0.1166156	0.0502915	0.0583313	0.1965020	0.1234140	0.0922862	0.1752274	0.0840218	0.1566418	0.1483899	0.1288185	0.1070799	0.0678004	0.0285594	0.0782226	0.0678667	0.0317480	0.0513416	0.0422786	0.0234266	0.1247121	0.0411198	0.1705586	0.0947917	0.0776987	0.0260051	0.1814732	0.1414367	0.1488693	0.1049530	0.0560996	0.1324676	0.0793671	0.0262914	0.0493704	0.0222676	0.1104578	0.3144794	0.2723798	0.1739569	0.1202465	0.2397618	0.2267705	0.1823660	0.0836733	0.0398169	0.1509001	0.1316932	0.0480817	0.1165515	0.0696356	0.1100889	0.0688972	0.0370579	0.0849411	0.0320949	0.0578522	0.0264287	0.1115084	0.0343530	0.1950877	0.1637903	0.0986049	0.0611141	0.1399333	0.1063918	0.0343364	0.1203267	0.1059672	0.0670247	0.0453572	0.1121069	0.0967673	0.0741142	0.0299742	0.0745048	0.0383931	0.0440335	0.2377811	0.1534450	0.0913318	0.0604827	0.1950716	0.0966716	0.0614761	0.0328750	0.1530762	0.1145973	0.0393595	0.0971350	0.0281670	0.0624682	0.0397326	0.0262436	0.0136202	0.1341832	0.4302127	-94.175
108200	0.3753209	0.3048670	0.2811854	0.2306319	0.1529326	0.0544356	0.0562182	0.1923539	0.1369814	0.0945794	0.1740891	0.0730945	0.1588938	0.1474270	0.1289754	0.1100319	0.0482565	0.0279766	0.0810239	0.0701193	0.0328080	0.0551590	0.0436710	0.0219714	0.1100394	0.0439336	0.1562284	0.1276280	0.0625906	0.0350547	0.2208139	0.1350020	0.1563644	0.0984494	0.0349622	0.1268084	0.0732908	0.0243636	0.0548331	0.0177501	0.0994839	0.3297928	0.2731165	0.1873133	0.0878000	0.2437983	0.2266821	0.1988994	0.0858558	0.0378908	0.1686036	0.1312902	0.0655332	0.1182271	0.0441927	0.1116716	0.0807034	0.0337774	0.0972308	0.0419169	0.0705100	0.0283617	0.0872958	0.0393399	0.1857140	0.1588525	0.0645569	0.0288346	0.1438173	0.1057134	0.0354754	0.1232675	0.1011539	0.0699342	0.0352092	0.1137185	0.0984862	0.0614604	0.0328137	0.0610472	0.0384416	0.0379525	0.2379172	0.1768270	0.0696219	0.0376580	0.1978760	0.0989198	0.0628722	0.0351632	0.1628379	0.1479561	0.0546626	0.1166530	0.0246607	0.0652583	0.0464358	0.0345408	0.0138591	0.1287815	0.4062393	-96.172
108300	0.3593004	0.2912445	0.2728339	0.2155986	0.1613156	0.0881806	0.1050700	0.1866408	0.1386005	0.1151502	0.1713294	0.0879029	0.1541745	0.1430482	0.1172729	0.1009314	0.0486619	0.0356595	0.0801829	0.0706959	0.0469725	0.0501070	0.0372384	0.0199130	0.0907796	0.0591195	0.1493122	0.0998029	0.0657724	0.0457407	0.2106679	0.1531512	0.1508667	0.1173373	0.0449556	0.1198568	0.0530713	0.0320569	0.0431147	0.0212643	0.0953590	0.3303732	0.2551014	0.1689713	0.1189438	0.2365573	0.2199494	0.1946891	0.1076904	0.0411822	0.1742354	0.1288044	0.0375173	0.1147156	0.0732449	0.1083548	0.0783767	0.0309858	0.0975118	0.0445752	0.0689924	0.0240450	0.1059291	0.0429203	0.1941433	0.1528542	0.0598751	0.0432564	0.1329653	0.0926592	0.0561594	0.1196064	0.1026748	0.0471214	0.0436246	0.1103410	0.1007647	0.0739505	0.0292817	0.0797002	0.0403828	0.0283142	0.2370739	0.1796498	0.0837136	0.0600793	0.1850548	0.1304875	0.0763872	0.0307225	0.1615418	0.1441967	0.0488352	0.1137796	0.0450808	0.0705736	0.0489922	0.0367647	0.0167029	0.1452094	0.5139956	-83.315
108400	0.3825579	0.2974909	0.2703231	0.2268489	0.1658434	0.0760784	0.1079718	0.1928132	0.1595195	0.1138961	0.1775831	0.0699587	0.1574811	0.1451860	0.1162615	0.0983874	0.0693473	0.0422521	0.0811423	0.0691164	0.0506728	0.0514862	0.0340230	0.0174663	0.0807869	0.0522739	0.1706054	0.0897100	0.0791868	0.0419858	0.2284340	0.1333704	0.1744030	0.1377892	0.0798468	0.1167915	0.0684090	0.0369171	0.0508307	0.0178284	0.0776455	0.3506841	0.2605727	0.1612448	0.1033840	0.2453528	0.2246668	0.2036627	0.1407000	0.0378958	0.1784307	0.1283379	0.0545975	0.1166914	0.0787052	0.1089427	0.0836651	0.0246781	0.0928559	0.0283692	0.0780646	0.0300863	0.1328634	0.0383729	0.2021925	0.1574284	0.0770653	0.0474559	0.1422375	0.0961472	0.0487448	0.1221716	0.0962277	0.0546463	0.0332398	0.1127075	0.1052602	0.0874651	0.0211897	0.0661622	0.0341711	0.0331389	0.2308944	0.1691133	0.0915116	0.0704950	0.1828996	0.1440807	0.0616731	0.0296710	0.1625681	0.1413312	0.0478904	0.1089173	0.0501376	0.0616344	0.0473994	0.0345339	0.0188791	0.1403227	0.5204645	-101.357
108500	0.4102399	0.3307103	0.2965730	0.2519099	0.1582689	0.0672482	0.0997088	0.2148571	0.1349065	0.1006962	0.1948274	0.0399598	0.1691915	0.1559827	0.1237043	0.1046440	0.0779170	0.0468408	0.0929256	0.0718730	0.0386208	0.0516261	0.0347826	0.0236569	0.1048167	0.0619472	0.1938497	0.1057511	0.0822351	0.0549979	0.2548675	0.1773645	0.1844950	0.1631683	0.1030718	0.1442014	0.0933925	0.0471288	0.0657767	0.0340650	0.0620936	0.3818493	0.2858758	0.2047129	0.1080254	0.2691780	0.2464832	0.2206866	0.1407504	0.0588196	0.1948868	0.1392150	0.0587064	0.1280228	0.0897094	0.1173723	0.0795309	0.0326508	0.1024567	0.0324053	0.0680036	0.0343243	0.1283541	0.0734710	0.2177625	0.1908276	0.1108939	0.0875575	0.1588427	0.1009790	0.0526674	0.1340352	0.1101172	0.0445270	0.0527212	0.1236521	0.1118630	0.0679084	0.0304956	0.0684217	0.0315910	0.0383039	0.2770157	0.1443287	0.0993407	0.0716357	0.2085713	0.1457202	0.0614264	0.0457768	0.1783544	0.1577851	0.0650642	0.1348785	0.0508247	0.0775660	0.0588810	0.0393990	0.0290970	0.1134745	0.4132842	-106.949
108600	0.3913447	0.3167234	0.2974905	0.2499569	0.1653132	0.1367806	0.0747918	0.2091478	0.1258648	0.0768705	0.1927797	0.0691511	0.1632595	0.1513628	0.1253618	0.1018633	0.0918362	0.0418515	0.0896753	0.0745749	0.0361112	0.0545092	0.0424374	0.0201510	0.0908597	0.0450420	0.1701534	0.1057779	0.0865697	0.0482373	0.2211174	0.1116971	0.1859778	0.1465638	0.0747472	0.1561326	0.1067777	0.0338904	0.0782188	0.0329550	0.0440949	0.3581281	0.2782793	0.1773629	0.0732990	0.2620252	0.2346461	0.2148224	0.1598811	0.0560267	0.1739642	0.1402723	0.0431575	0.1255133	0.0709512	0.1142534	0.0793759	0.0224359	0.0985957	0.0306649	0.0750074	0.0325381	0.1470867	0.0627110	0.2080136	0.1870251	0.0930062	0.0624079	0.1602011	0.1256476	0.0311121	0.1283403	0.1008685	0.0439552	0.0601209	0.1186932	0.1088905	0.0750910	0.0479253	0.0736866	0.0363363	0.0445053	0.2536937	0.1527891	0.1180713	0.0827843	0.2045115	0.1312966	0.0800720	0.0418187	0.1739748	0.1416564	0.0433792	0.1028203	0.0532007	0.0789229	0.0491450	0.0396145	0.0284053	0.1065168	0.4018972	-106.054
108700	0.3699026	0.2882922	0.2653602	0.2382690	0.1546543	0.0899322	0.0733040	0.1903733	0.1078942	0.0662746	0.1765491	0.0658947	0.1554496	0.1330036	0.1102043	0.0913835	0.0787300	0.0427517	0.0816254	0.0674525	0.0239408	0.0537103	0.0401623	0.0153278	0.0769172	0.0367775	0.1302163	0.1087842	0.0799385	0.0560854	0.2187097	0.1267272	0.1886516	0.1354683	0.0582379	0.1375277	0.0932112	0.0449976	0.0587040	0.0245309	0.0333834	0.2945231	0.2532991	0.1962465	0.0566735	0.2385041	0.2135827	0.2003218	0.0961268	0.0448764	0.1686014	0.1459110	0.0600680	0.1147425	0.0670384	0.1073013	0.0656371	0.0326510	0.0913106	0.0516937	0.0610136	0.0394541	0.1275856	0.0726752	0.1893409	0.1737338	0.0935523	0.0649411	0.1412884	0.0792914	0.0304405	0.1207705	0.0953977	0.0746308	0.0526905	0.1065941	0.0956122	0.0702072	0.0494201	0.0547829	0.0239248	0.0923042	0.2412274	0.1591145	0.1175533	0.0709058	0.1890485	0.1476158	0.0783762	0.0454965	0.1386683	0.1284574	0.0430878	0.0814088	0.0487225	0.0605522	0.0467295	0.0320391	0.0228237	0.1267765	0.4098009	-92.975
